<NOISE> 1.0	NSN
khuànn-sè 1.0	kh u a nn_T3 s e3
khuànn-sè-bīn 1.0	kh u a nn_T3 s e3 b_T i nn7
khuànn-sì 1.0	kh u a nn_T3 s i3
khuànn-sì-bīn 1.0	kh u a nn_T3 s i3 b_T i nn7
khuànn-síu 1.0	kh u a nn_T3 s i u2
khuànn-sî 1.0	kh u a nn_T3 s i5
khuànn-sî-ji̍t 1.0	kh u a nn_T3 s i5 j_T i t_T8
khuànn-sông 1.0	kh u a nn_T3 s er ng5
khuànn-tang 1.0	kh u a nn_T3 t a ng1
khuànn-tang-khuànn-sai 1.0	kh u a nn_T3 t a ng1 kh u a nn_T3 s a i1
khuànn-thinn 1.0	kh u a nn_T3 th i nn_T1
khuànn-thinn-sik 1.0	kh u a nn_T3 th i nn_T1 s i k_T4
khuànn-thinn-tshân 1.0	kh u a nn_T3 th i nn_T1 tsh a nn5
khuànn-thàng 1.0	kh u a nn_T3 th a ng3
khuànn-thàu-thàu 1.0	kh u a nn_T3 th a u3 th a u3
khuànn-thâu 1.0	kh u a nn_T3 th a u5
khuànn-thâu-khuànn-bué 1.0	kh u a nn_T3 th a u5 kh u a nn_T3 b_T u e2
khuànn-thāi 1.0	kh u a nn_T3 th a i7
khuànn-ting 1.0	kh u a nn_T3 t i ng1
khuànn-tio̍h 1.0	kh u a nn_T3 t i er h_T8
khuànn-tio̍h-ah 1.0	kh u a nn_T3 t i er h_T8 a h_T4
khuànn-tio̍h-kuí 1.0	kh u a nn_T3 t i er h_T8 k u i2
khuànn-tio̍h-ê 1.0	kh u a nn_T3 t i er h_T8 e5
khuànn-tiòng 1.0	kh u a nn_T3 t i er ng3
khuànn-tiān-iánn 1.0	kh u a nn_T3 t i a nn7 i a nn_T2
khuànn-tiān-sī 1.0	kh u a nn_T3 t i a nn7 s i7
khuànn-tiōng 1.0	kh u a nn_T3 t i er ng7
khuànn-toh 1.0	kh u a nn_T3 t er h_T4
khuànn-tsheh 1.0	kh u a nn_T3 tsh e h_T4
khuànn-tshin-tsiânn 1.0	kh u a nn_T3 tsh i nn1 ts i a nn_T5
khuànn-tshing 1.0	kh u a nn_T3 tsh i ng1
khuànn-tshing-khuànn-bān 1.0	kh u a nn_T3 tsh i ng1 kh u a nn_T3 b_T a nn7
khuànn-tshing-tshó 1.0	kh u a nn_T3 tsh i ng1 tsh er2
khuànn-tshut 1.0	kh u a nn_T3 tsh u t_T4
khuànn-tshut-khì 1.0	kh u a nn_T3 tsh u t_T4 kh i3
khuànn-tshut-lâi 1.0	kh u a nn_T3 tsh u t_T4 l a i5
khuànn-tshut-tshut 1.0	kh u a nn_T3 tsh u t_T4 tsh u t_T4
khuànn-tshò 1.0	kh u a nn_T3 tsh er3
khuànn-tshù 1.0	kh u a nn_T3 tsh u3
khuànn-tsin 1.0	kh u a nn_T3 ts i nn1
khuànn-tsi̍t-kìnn 1.0	kh u a nn_T3 ts i t_T8 k i nn_T3
khuànn-tsuè 1.0	kh u a nn_T3 ts u e3
khuànn-tsuê 1.0	kh u a nn_T3 ts u e5
khuànn-tsuí 1.0	kh u a nn_T3 ts u i2
khuànn-tsê 1.0	kh u a nn_T3 ts e5
khuànn-tsìng 1.0	kh u a nn_T3 ts i ng3
khuànn-tsīunn-ba̍k 1.0	kh u a nn_T3 ts i u nn_T7 b_T a k_T8
khuànn-tâi 1.0	kh u a nn_T3 t a i5
khuànn-tāng 1.0	kh u a nn_T3 t a ng7
khuànn-tānn 1.0	kh u a nn_T3 t a nn_T7
khuànn-tē-lí 1.0	kh u a nn_T3 t e7 l i2
khuànn-ua̍h 1.0	kh u a nn_T3 u a h_T8
khuànn-uē-tshut 1.0	kh u a nn_T3 u e7 tsh u t_T4
khuànn-ê 1.0	kh u a nn_T3 e5
khuànn-îunn 1.0	kh u a nn_T3 i u nn_T5
khuànn-ôo 1.0	kh u a nn_T3 o5
khuànn-ē-khui 1.0	kh u a nn_T3 e7 kh u i1
khuànn-ē-khí 1.0	kh u a nn_T3 e7 kh i2
khuànn-ē-tio̍h 1.0	kh u a nn_T3 e7 t i er h_T8
khuànn-ē-tshut 1.0	kh u a nn_T3 e7 tsh u t_T4
khuànn-īunn 1.0	kh u a nn_T3 i u nn_T7
khuànn-ū 1.0	kh u a nn_T3 u7
khuànn-ū-khí 1.0	kh u a nn_T3 u7 kh i2
khuànn-ū-tsia̍h-bô 1.0	kh u a nn_T3 u7 ts i a h_T8 b_T er5
khuá 1.0	kh u a2
khuái 1.0	kh u a i2
khuán 1.0	kh u a nn2
khuán-hîng-lí 1.0	kh u a nn2 h i ng5 l i2
khuán-hó-hó 1.0	kh u a nn2 h er2 h er2
khuán-hāng 1.0	kh u a nn2 h a ng7
khuán-khiok 1.0	kh u a nn2 kh i er k_T4
khuán-khuán 1.0	kh u a nn2 kh u a nn2
khuán-khǹg 1.0	kh u a nn2 kh ngs_T3
khuán-lo̍h 1.0	kh u a nn2 l er h_T8
khuán-sik 1.0	kh u a nn2 s i k_T4
khuán-sit 1.0	kh u a nn2 s i t_T4
khuán-sè 1.0	kh u a nn2 s e3
khuán-thé 1.0	kh u a nn2 th e2
khuán-thāi 1.0	kh u a nn2 th a i7
khuán-tsè 1.0	kh u a nn2 ts e3
khuán-tāi 1.0	kh u a nn2 t a i7
khuán-ê 1.0	kh u a nn2 e5
khuánn 1.0	kh u a nn_T2
khuánn-thâu 1.0	kh u a nn_T2 th a u5
khuâi 1.0	kh u a i5
khuâinn 1.0	kh u a i nn_T5
khuân 1.0	kh u a nn5
khuân-hái 1.0	kh u a nn5 h a i2
khuân-ik 1.0	kh u a nn5 i k_T4
khuân-kíng 1.0	kh u a nn5 k i ng2
khuân-kîu 1.0	kh u a nn5 k i u5
khuân-li̍k 1.0	kh u a nn5 l i k_T8
khuân-lîu 1.0	kh u a nn5 l i u5
khuân-lāi 1.0	kh u a nn5 l a i7
khuân-lī 1.0	kh u a nn5 l i7
khuân-pó 1.0	kh u a nn5 p er2
khuân-pó-kio̍k 1.0	kh u a nn5 p er2 k i er k_T8
khuân-pó-sú 1.0	kh u a nn5 p er2 s u2
khuân-suann 1.0	kh u a nn5 s u a nn_T1
khuân-sè 1.0	kh u a nn5 s e3
khuân-tang 1.0	kh u a nn5 t a ng1
khuân-thò 1.0	kh u a nn5 th er3
khuân-tiám 1.0	kh u a nn5 t i a m_T2
khuân-tsōng 1.0	kh u a nn5 ts er ng7
khuân-tó 1.0	kh u a nn5 t er2
khuân-ui 1.0	kh u a nn5 u i1
khuân-îu 1.0	kh u a nn5 i u5
khuè 1.0	kh u e3
khuè-bú 1.0	kh u e3 b_T u2
khuè-bīn 1.0	kh u e3 b_T i nn7
khuè-hiann 1.0	kh u e3 h i a nn_T1
khuè-hiann-ko 1.0	kh u e3 h i a nn_T1 k er1
khuè-iok 1.0	kh u e3 i er k_T4
khuè-jī 1.0	kh u e3 j_T i7
khuè-kha 1.0	kh u e3 kh a1
khuè-ki 1.0	kh u e3 k i1
khuè-kiánn 1.0	kh u e3 k i a nn_T2
khuè-kuàn 1.0	kh u e3 k u a nn3
khuè-kǹg 1.0	kh u e3 k ngs_T3
khuè-pē 1.0	kh u e3 p e7
khuê 1.0	kh u e5
khuê-kha 1.0	kh u e5 kh a1
khuê-sìnn 1.0	kh u e5 s i nn_T3
khuê-tshíu 1.0	kh u e5 tsh i u2
khuì 1.0	kh u i3
khuì-bué 1.0	kh u i3 b_T u e2
khuì-iông 1.0	kh u i3 i er ng5
khuì-kháu 1.0	kh u i3 kh a u2
khuì-kìu 1.0	kh u i3 k i u3
khuì-la̍t 1.0	kh u i3 l a t_T8
khuì-me̍h 1.0	kh u i3 m e h_T8
khuì-si 1.0	kh u i3 s i1
khuì-si-á 1.0	kh u i3 s i1 a2
khuì-thâu 1.0	kh u i3 th a u5
khuì-tn̄g 1.0	kh u i3 t ngs_T7
khuì-tshiong-thinn 1.0	kh u i3 tsh i er ng1 th i nn_T1
khuì-tsháu 1.0	kh u i3 tsh a u2
khuì-tsua̍t 1.0	kh u i3 ts u a t_T8
khuìnn 1.0	kh u i nn_T3
khuìnn-ua̍h 1.0	kh u i nn_T3 u a h_T8
khuí 1.0	kh u i2
khuí-khiat 1.0	kh u i2 kh i a t_T4
khuí-kè 1.0	kh u i2 k e3
khuí-piān 1.0	kh u i2 p i a nn7
khuí-tsà 1.0	kh u i2 ts a3
khuí-tō 1.0	kh u i2 t er7
khuí-ì 1.0	kh u i2 i3
khuā 1.0	kh u a7
khuāinn 1.0	kh u a i nn_T7
khuān 1.0	kh u a nn7
khu̍h 1.0	kh u h_T8
khu̍h-khu̍h-sàu 1.0	kh u h_T8 kh u h_T8 s a u3
khu̍t 1.0	kh u t_T8
khu̍t-bé-hāng 1.0	kh u t_T8 b_T e2 h a ng7
khu̍t-bé-lōo 1.0	kh u t_T8 b_T e2 l o7
khu̍t-bé-pit 1.0	kh u t_T8 b_T e2 p i t_T4
khu̍t-khu̍t 1.0	kh u t_T8 kh u t_T8
khu̍t-kôo 1.0	kh u t_T8 k o5
khu̍t-thuî 1.0	kh u t_T8 th u i5
khu̍t-thâu-hāng 1.0	kh u t_T8 th a u5 h a ng7
khu̍t-thâu-káng 1.0	kh u t_T8 th a u5 k a ng2
khu̍t-thâu-pōo 1.0	kh u t_T8 th a u5 p o7
khu̍t-thâu-suann 1.0	kh u t_T8 th a u5 s u a nn_T1
khu̍t-tshîng 1.0	kh u t_T8 tsh i ng5
khà 1.0	kh a3
khà-hóo-lān 1.0	kh a3 h o2 l a nn7
khà-khui 1.0	kh a3 kh u i1
khà-lâi 1.0	kh a3 l a i5
khà-m̂ng 1.0	kh a3 ms_T ng5
khà-phuà 1.0	kh a3 ph u a3
khà-phìnn 1.0	kh a3 ph i nn_T3
khà-sàng 1.0	kh a3 s a ng3
khà-tiān-pò 1.0	kh a3 t i a nn7 p er3
khà-tiān-uē 1.0	kh a3 t i a nn7 u e7
khà-tiāu 1.0	kh a3 t i a u7
khà-tshíu-ki-á 1.0	kh a3 tsh i u2 k i1 a2
khà-tsing 1.0	kh a3 ts i ng1
khà-îu 1.0	kh a3 i u5
khài 1.0	kh a i3
khài-hóng 1.0	kh a i3 h er ng2
khài-iàu 1.0	kh a i3 i a u3
khài-jiân 1.0	kh a i3 j_T i a nn5
khài-kuah 1.0	kh a i3 k u a h_T4
khài-lio̍k 1.0	kh a i3 l i er k_T8
khài-liām 1.0	kh a i3 l i a m_T7
khài-lūn 1.0	kh a i3 l u nn7
khài-thàn 1.0	kh a i3 th a nn3
khàim 1.0	kh a i m_T3
khàm 1.0	kh a m_T3
khàm-au 1.0	kh a m_T3 a u1
khàm-ba̍t 1.0	kh a m_T3 b_T a t_T8
khàm-bīn 1.0	kh a m_T3 b_T i nn7
khàm-giām 1.0	kh a m_T3 g_T i a m_T7
khàm-hiā 1.0	kh a m_T3 h i a7
khàm-hiā-ê 1.0	kh a m_T3 h i a7 e5
khàm-hē-teh 1.0	kh a m_T3 h e7 t e h_T4
khàm-hōo 1.0	kh a m_T3 h o7
khàm-kha 1.0	kh a m_T3 kh a1
khàm-khàm 1.0	kh a m_T3 kh a m_T3
khàm-khí-lâi 1.0	kh a m_T3 kh i2 l a i5
khàm-kuà 1.0	kh a m_T3 k u a3
khàm-kuà-ê 1.0	kh a m_T3 k u a3 e5
khàm-thâu-khàm-bīn 1.0	kh a m_T3 th a u5 kh a m_T3 b_T i nn7
khàm-thâu-á 1.0	kh a m_T3 th a u5 a2
khàm-thôo 1.0	kh a m_T3 th o5
khàm-tio̍h 1.0	kh a m_T3 t i er h_T8
khàm-tsa 1.0	kh a m_T3 ts a1
khàm-tsai 1.0	kh a m_T3 ts a i1
khàm-tshat 1.0	kh a m_T3 tsh a t_T4
khàm-tsháu 1.0	kh a m_T3 tsh a u2
khàm-tsháu-ê 1.0	kh a m_T3 tsh a u2 e5
khàm-tshù 1.0	kh a m_T3 tsh u3
khàm-tíng 1.0	kh a m_T3 t i ng2
khàm-tíng-hiong 1.0	kh a m_T3 t i ng2 h i er ng1
khàm-tíng-tsng 1.0	kh a m_T3 t i ng2 ts ngs_T1
khàm-á 1.0	kh a m_T3 a2
khàm-ìn 1.0	kh a m_T3 i nn3
khàn 1.0	kh a nn3
khàn-hōo 1.0	kh a nn3 h o7
khàn-hōo-ha̍k 1.0	kh a nn3 h o7 h a k_T8
khàn-hōo-hū 1.0	kh a nn3 h o7 h u7
khàn-pán 1.0	kh a nn3 p a nn2
khàn-síu 1.0	kh a nn3 s i u2
khàn-síu-sóo 1.0	kh a nn3 s i u2 s o2
khàng 1.0	kh a ng3
khàng-khiah 1.0	kh a ng3 kh i a h_T4
khàng-khí-lâi 1.0	kh a ng3 kh i2 l a i5
khàng-pe̍h 1.0	kh a ng3 p e h_T8
khàng-poo 1.0	kh a ng3 p o1
khàng-tuē 1.0	kh a ng3 t u e7
khàng-tē 1.0	kh a ng3 t e7
khàu 1.0	kh a u3
khàu-ah 1.0	kh a u3 a h_T4
khàu-ap 1.0	kh a u3 a p_T4
khàu-bīn 1.0	kh a u3 b_T i nn7
khàu-hinn 1.0	kh a u3 h i nn_T1
khàu-hun 1.0	kh a u3 h u nn1
khàu-iau 1.0	kh a u3 i a u1
khàu-khàu 1.0	kh a u3 kh a u3
khàu-khí-lâi 1.0	kh a u3 kh i2 l a i5
khàu-khóo 1.0	kh a u3 kh o2
khàu-kiám 1.0	kh a u3 k i a m_T2
khàu-kiánn 1.0	kh a u3 k i a nn_T2
khàu-kiáu 1.0	kh a u3 k i a u2
khàu-luā 1.0	kh a u3 l u a7
khàu-lîu 1.0	kh a u3 l i u5
khàu-lōo-thâu 1.0	kh a u3 l o7 th a u5
khàu-pài 1.0	kh a u3 p a i3
khàu-pē 1.0	kh a u3 p e7
khàu-pē-khàu-bó 1.0	kh a u3 p e7 kh a u3 b_T er2
khàu-pē-khàu-bú 1.0	kh a u3 p e7 kh a u3 b_T u2
khàu-siann 1.0	kh a u3 s i a nn_T1
khàu-sin 1.0	kh a u3 s i nn1
khàu-siā 1.0	kh a u3 s i a7
khàu-sòo 1.0	kh a u3 s o3
khàu-thiànn 1.0	kh a u3 th i a nn_T3
khàu-thâu 1.0	kh a u3 th a u5
khàu-tiāu 1.0	kh a u3 t i a u7
khàu-tiāu-á 1.0	kh a u3 t i a u7 a2
khàu-tshan 1.0	kh a u3 tsh a nn1
khàu-tshut 1.0	kh a u3 tsh u t_T4
khàu-tsînn 1.0	kh a u3 ts i nn_T5
khàu-tâu 1.0	kh a u3 t a u5
khàu-tí 1.0	kh a u3 t i2
khàu-tî 1.0	kh a u3 t i5
khàu-tú 1.0	kh a u3 t u2
khàu-tû 1.0	kh a u3 t u5
khàu-âu 1.0	kh a u3 a u5
khàunn 1.0	kh a u nn_T3
khá 1.0	kh a2
khá-biāu 1.0	kh a2 b_T i a u7
khá-gú 1.0	kh a2 g_T u2
khá-ha̍p 1.0	kh a2 h a p_T8
khá-khì 1.0	kh a2 kh i3
khá-kuài 1.0	kh a2 k u a i3
khá-kî 1.0	kh a2 k i5
khá-su 1.0	kh a2 s u1
khá-uē 1.0	kh a2 u e7
khái 1.0	kh a i2
khái-bôo 1.0	kh a i2 b_T o5
khái-jī 1.0	kh a i2 j_T i7
khái-ko 1.0	kh a i2 k er1
khái-sat 1.0	kh a i2 s a t_T4
khái-su 1.0	kh a i2 s u1
khái-suân 1.0	kh a i2 s u a nn5
khái-ta̍t-keh-lân 1.0	kh a i2 t a t_T8 k e h_T4 l a nn5
kháin 1.0	kh a i nn2
kháinn 1.0	kh a i nn_T2
khám 1.0	kh a m_T2
khám-gōng 1.0	kh a m_T2 g_T er ng7
khám-khiat 1.0	kh a m_T2 kh i a t_T4
khám-khia̍t 1.0	kh a m_T2 kh i a t_T8
khám-khám 1.0	kh a m_T2 kh a m_T2
khám-khám-khia̍t-khia̍t 1.0	kh a m_T2 kh a m_T2 kh i a t_T8 kh i a t_T8
khám-khì 1.0	kh a m_T2 kh i3
khám-khó 1.0	kh a m_T2 kh er2
khám-neh 1.0	kh a m_T2 n e h_T4
khám-sat 1.0	kh a m_T2 s a t_T4
khám-sîn 1.0	kh a m_T2 s i nn5
khám-tsām 1.0	kh a m_T2 ts a m_T7
khám-tó 1.0	kh a m_T2 t er2
khám-uē 1.0	kh a m_T2 u e7
khám-á 1.0	kh a m_T2 a2
khám-ê 1.0	kh a m_T2 e5
khán 1.0	kh a nn2
kháng 1.0	kh a ng2
kháu 1.0	kh a u2
kháu-biāu 1.0	kh a u2 b_T i a u7
kháu-bún 1.0	kh a u2 b_T u nn2
kháu-bī 1.0	kh a u2 b_T i7
kháu-bīn 1.0	kh a u2 b_T i nn7
kháu-giân 1.0	kh a u2 g_T i a nn5
kháu-gí 1.0	kh a u2 g_T i2
kháu-gú 1.0	kh a u2 g_T u2
kháu-hok 1.0	kh a u2 h er k_T4
kháu-ho̍k 1.0	kh a u2 h er k_T8
kháu-hō 1.0	kh a u2 h er7
kháu-hū-tsiáu 1.0	kh a u2 h u7 ts i a u2
kháu-im 1.0	kh a u2 i m_T1
kháu-i̍k 1.0	kh a u2 i k_T8
kháu-kak 1.0	kh a u2 k a k_T4
kháu-ke̍h 1.0	kh a u2 k e h_T8
kháu-kha-á 1.0	kh a u2 kh a1 a2
kháu-khiunn 1.0	kh a u2 kh i u nn_T1
kháu-kháu-siann-siann 1.0	kh a u2 kh a u2 s i a nn_T1 s i a nn_T1
kháu-khì 1.0	kh a u2 kh i3
kháu-khîm 1.0	kh a u2 kh i m_T5
kháu-ki 1.0	kh a u2 k i1
kháu-king 1.0	kh a u2 k i ng1
kháu-kuat 1.0	kh a u2 k u a t_T4
kháu-kàu 1.0	kh a u2 k a u3
kháu-kè 1.0	kh a u2 k e3
kháu-lîng-sia̍t-piān 1.0	kh a u2 l i ng5 s i a t_T8 p i a nn7
kháu-līng 1.0	kh a u2 l i ng7
kháu-nîu 1.0	kh a u2 n i u5
kháu-pe̍h 1.0	kh a u2 p e h_T8
kháu-pi 1.0	kh a u2 p i1
kháu-sia̍t 1.0	kh a u2 s i a t_T8
kháu-sin 1.0	kh a u2 s i nn1
kháu-soo-piánn 1.0	kh a u2 s o1 p i a nn_T2
kháu-suann 1.0	kh a u2 s u a nn_T1
kháu-su̍t 1.0	kh a u2 s u t_T8
kháu-sóo 1.0	kh a u2 s o2
kháu-thuân 1.0	kh a u2 th u a nn5
kháu-thâu 1.0	kh a u2 th a u5
kháu-thâu-gú 1.0	kh a u2 th a u5 g_T u2
kháu-thâu-uē 1.0	kh a u2 th a u5 u e7
kháu-tshì 1.0	kh a u2 tsh i3
kháu-tsàu 1.0	kh a u2 ts a u3
kháu-tsâi 1.0	kh a u2 ts a i5
kháu-tsō 1.0	kh a u2 ts er7
kháu-ôo 1.0	kh a u2 o5
kháu-ôo-hiong 1.0	kh a u2 o5 h i er ng1
khâi 1.0	kh a i5
khâin 1.0	kh a i nn5
khâm 1.0	kh a m_T5
khâm-khe̍h 1.0	kh a m_T5 kh e h_T8
khâm-khia̍t 1.0	kh a m_T5 kh i a t_T8
khâm-khâm 1.0	kh a m_T5 kh a m_T5
khâm-khâm-khia̍t-khia̍t 1.0	kh a m_T5 kh a m_T5 kh i a t_T8 kh i a t_T8
khâm-sàu 1.0	kh a m_T5 s a u3
khânn 1.0	kh a nn_T5
khè 1.0	kh e3
khè-bah-kut 1.0	kh e3 b_T a h_T4 k u t_T4
khè-bó 1.0	kh e3 b_T er2
khè-bú 1.0	kh e3 b_T u2
khè-ha̍p 1.0	kh e3 h a p_T8
khè-hiann 1.0	kh e3 h i a nn_T1
khè-iak 1.0	kh e3 i a k_T4
khè-iok 1.0	kh e3 i er k_T4
khè-iok-su 1.0	kh e3 i er k_T4 s u1
khè-kam-tsià 1.0	kh e3 k a m_T1 ts i a3
khè-kha 1.0	kh e3 kh a1
khè-khì 1.0	kh e3 kh i3
khè-kiánn 1.0	kh e3 k i a nn_T2
khè-pē 1.0	kh e3 p e7
khè-sù 1.0	kh e3 s u3
khè-tn̄g 1.0	kh e3 t ngs_T7
khè-tsa-bóo-kiánn 1.0	kh e3 ts a1 b_T o2 k i a nn_T2
khèng 1.0	kh e ng3
khènn 1.0	kh e nn_T3
khé 1.0	kh e2
khé-bîng 1.0	kh e2 b_T i ng5
khé-bîng-tshenn 1.0	kh e2 b_T i ng5 tsh e nn_T1
khé-bîng-tshinn 1.0	kh e2 b_T i ng5 tsh i nn_T1
khé-bông 1.0	kh e2 b_T er ng5
khé-huat 1.0	kh e2 h u a t_T4
khé-hâng 1.0	kh e2 h a ng5
khé-iōng 1.0	kh e2 i er ng7
khé-suī 1.0	kh e2 s u i7
khé-síu 1.0	kh e2 s i u2
khé-sī 1.0	kh e2 s i7
khé-sī-lio̍k 1.0	kh e2 s i7 l i er k_T8
khé-sū 1.0	kh e2 s u7
khé-tsa 1.0	kh e2 ts a1
khé-tsing 1.0	kh e2 ts i ng1
khé-tōng 1.0	kh e2 t er ng7
khéng 1.0	kh e ng2
khê 1.0	kh e5
khê-bé 1.0	kh e5 b_T e2
khê-kha 1.0	kh e5 kh a1
khê-khang 1.0	kh e5 kh a ng1
khê-khê 1.0	kh e5 kh e5
khê-sìnn 1.0	kh e5 s i nn_T3
khê-teh 1.0	kh e5 t e h_T4
khê-tio̍h 1.0	kh e5 t i er h_T8
khê-tshíu 1.0	kh e5 tsh i u2
khêng 1.0	kh e ng5
khênn 1.0	kh e nn_T5
khênn-tio̍h 1.0	kh e nn_T5 t i er h_T8
khì 1.0	kh i3
khì-ah 1.0	kh i3 a h_T4
khì-ap 1.0	kh i3 a p_T4
khì-bí-kok-khó-tshat 1.0	kh i3 b_T i2 k er k_T4 kh er2 tsh a t_T4
khì-bē 1.0	kh i3 b_T e7
khì-bī 1.0	kh i3 b_T i7
khì-bōng 1.0	kh i3 b_T er ng7
khì-gia̍p 1.0	kh i3 g_T i a p_T8
khì-gia̍p-ka 1.0	kh i3 g_T i a p_T8 k a1
khì-gia̍p-kài 1.0	kh i3 g_T i a p_T8 k a i3
khì-gi̍k 1.0	kh i3 g_T i k_T8
khì-gô 1.0	kh i3 g_T er5
khì-hia 1.0	kh i3 h i a1
khì-hiat 1.0	kh i3 h i a t_T4
khì-hiâm 1.0	kh i3 h i a m_T5
khì-hiòng 1.0	kh i3 h i er ng3
khì-hn̄g-hn̄g 1.0	kh i3 h ngs_T7 h ngs_T7
khì-hong 1.0	kh i3 h er ng1
khì-huat 1.0	kh i3 h u a t_T4
khì-hun 1.0	kh i3 h u nn1
khì-hâi 1.0	kh i3 h a i5
khì-hâm 1.0	kh i3 h a m_T5
khì-hùn 1.0	kh i3 h u nn3
khì-hùn-liān 1.0	kh i3 h u nn3 l i a nn7
khì-hāu 1.0	kh i3 h a u7
khì-ing 1.0	kh i3 i ng1
khì-jîn 1.0	kh i3 j_T i nn5
khì-jīm 1.0	kh i3 j_T i m_T7
khì-kah-kā-gê-tshiat-khí 1.0	kh i3 k a h_T4 k a7 g_T e5 tsh i a t_T4 kh i2
khì-kang 1.0	kh i3 k a ng1
khì-khioh 1.0	kh i3 kh i er h_T4
khì-khiok 1.0	kh i3 kh i er k_T4
khì-khuànn-tiān-iánn 1.0	kh i3 kh u a nn_T3 t i a nn7 i a nn_T2
khì-khuân 1.0	kh i3 kh u a nn5
khì-khài 1.0	kh i3 kh a i3
khì-khóng 1.0	kh i3 kh er ng2
khì-khóo 1.0	kh i3 kh o2
khì-khùn 1.0	kh i3 kh u nn3
khì-khū 1.0	kh i3 kh u7
khì-kiat 1.0	kh i3 k i a t_T4
khì-kip-pāi-hāi 1.0	kh i3 k i p_T4 p a i7 h a i7
khì-kng 1.0	kh i3 k ngs_T1
khì-kong 1.0	kh i3 k er ng1
khì-kuan 1.0	kh i3 k u a nn1
khì-kuann 1.0	kh i3 k u a nn_T1
khì-kuán 1.0	kh i3 k u a nn2
khì-kuân 1.0	kh i3 k u a nn5
khì-kuè 1.0	kh i3 k u e3
khì-kuī 1.0	kh i3 k u i7
khì-kàu 1.0	kh i3 k a u3
khì-kîu 1.0	kh i3 k i u5
khì-kńg 1.0	kh i3 k ngs_T2
khì-kńg-iām 1.0	kh i3 k ngs_T2 i a m_T7
khì-kńg-tsi-iām 1.0	kh i3 k ngs_T2 ts i1 i a m_T7
khì-kū 1.0	kh i3 k u7
khì-leh 1.0	kh i3 l e h_T4
khì-liáu-liáu 1.0	kh i3 l i a u2 l i a u2
khì-li̍k 1.0	kh i3 l i k_T8
khì-lín-tau 1.0	kh i3 l i nn2 t a u1
khì-lîu 1.0	kh i3 l i u5
khì-lóo 1.0	kh i3 l o2
khì-lông 1.0	kh i3 l er ng5
khì-lōo 1.0	kh i3 l o7
khì-me̍h 1.0	kh i3 m e h_T8
khì-m̂ng 1.0	kh i3 ms_T ng5
khì-ooh 1.0	kh i3 o h_T4
khì-phik 1.0	kh i3 ph i k_T4
khì-phut-phut 1.0	kh i3 ph u t_T4 ph u t_T4
khì-phu̍t-phu̍t 1.0	kh i3 ph u t_T8 ph u t_T8
khì-phài 1.0	kh i3 ph a i3
khì-phàu 1.0	kh i3 ph a u3
khì-puànn-sí 1.0	kh i3 p u a nn_T3 s i2
khì-sak 1.0	kh i3 s a k_T4
khì-siann 1.0	kh i3 s i a nn_T1
khì-sik 1.0	kh i3 s i k_T4
khì-sin-lóo-miā 1.0	kh i3 s i nn1 l o2 m i a7
khì-siong-kái-ut 1.0	kh i3 s i er ng1 k a i2 u t_T4
khì-siâ 1.0	kh i3 s i a5
khì-siâ-kui-tsìng 1.0	kh i3 s i a5 k u i1 ts i ng3
khì-siōng 1.0	kh i3 s i er ng7
khì-siōng-ha̍k 1.0	kh i3 s i er ng7 h a k_T8
khì-siōng-kio̍k 1.0	kh i3 s i er ng7 k i er k_T8
khì-siōng-tâi 1.0	kh i3 s i er ng7 t a i5
khì-sua̍h-sua̍h 1.0	kh i3 s u a h_T8 s u a h_T8
khì-suè 1.0	kh i3 s u e3
khì-sàu 1.0	kh i3 s a u3
khì-sè 1.0	kh i3 s e3
khì-sí 1.0	kh i3 s i2
khì-sí-lâng 1.0	kh i3 s i2 l a ng5
khì-sòo 1.0	kh i3 s o3
khì-thang 1.0	kh i3 th a ng1
khì-thiànn 1.0	kh i3 th i a nn_T3
khì-thiòng-lún 1.0	kh i3 th i er ng3 l u nn2
khì-thuân 1.0	kh i3 th u a nn5
khì-thâm 1.0	kh i3 th a m_T5
khì-thè 1.0	kh i3 th e3
khì-thé 1.0	kh i3 th e2
khì-tiām 1.0	kh i3 t i a m_T7
khì-tiāu 1.0	kh i3 t i a u7
khì-tiōng 1.0	kh i3 t i er ng7
khì-ti̍k 1.0	kh i3 t i k_T8
khì-tn̂g-khì-tōo 1.0	kh i3 t ngs_T5 kh i3 t o7
khì-tshe 1.0	kh i3 tsh e1
khì-tshia 1.0	kh i3 tsh i a1
khì-tshuah-tshuah 1.0	kh i3 tsh u a h_T4 tsh u a h_T4
khì-tshuán 1.0	kh i3 tsh u a nn2
khì-tshâi 1.0	kh i3 tsh a i5
khì-tshù 1.0	kh i3 tsh u3
khì-tsiat 1.0	kh i3 ts i a t_T4
khì-tsit 1.0	kh i3 ts i t_T4
khì-tsi̍t-ē 1.0	kh i3 ts i t_T8 e7
khì-tsua̍t 1.0	kh i3 ts u a t_T8
khì-tsuí 1.0	kh i3 ts u i2
khì-tsâi 1.0	kh i3 ts a i5
khì-tsíu 1.0	kh i3 ts i u2
khì-tsûn 1.0	kh i3 ts u nn5
khì-tsīu 1.0	kh i3 ts i u7
khì-tuā-tuā 1.0	kh i3 t u a7 t u a7
khì-tâng 1.0	kh i3 t a ng5
khì-tî 1.0	kh i3 t i5
khì-tò 1.0	kh i3 t er3
